model,condition,question_id,source,ANSWER_forecast,GROUND_TRUTH_outcome,COMPARISON_brier,correct@0.5,finish_reason,truncated,parsed,REASONING_preview,reasoning_chars,prompt_chars,latency_s
llama-2-13b-chat-gptq8,cot-concise,0x4fccc0dcb625ea55ff1ca0409bb44fe1952c04bc16cf5255002ceb2cc3791888,polymarket,0.2,0,0.04,1,stop,0,1,"  To determine the probability that Russia will pull out of Syria before April 2025, we need to consider several factors: ⏎  ⏎ 1. Current situation in Syria: The conflict in Syria is still ongoing, and Russia has been supporting the government of Bashar al-Assad. ⏎ 2. Russian interests in Syria: Russia has strategic interests in Syria, including a naval base at Tartus and an airbase at Hmeymim. ⏎ ",1063,1175,5.48
llama-2-13b-chat-gptq8,cot-concise,0x677826754ff7328696c121a398fdf495dcd2e04f84ecb6494b85b2883ccaa6ca,polymarket,0.4,0,0.16,1,stop,0,1,"  To determine the probability that the Netherlands will win Eurovision 2025, we need to consider the current odds and the likelihood of the Netherlands winning based on past performances and other factors. ⏎  ⏎ Step 1: Check the current odds ⏎ The current odds for the Netherlands to win Eurovision 2025 are 7.00 (69/1). ⏎  ⏎ Step 2: Assess the Netherlands' past performances ⏎ The Netherlands has a",1270,1245,6.38
llama-2-13b-chat-gptq8,cot-concise,0xab6faa3e66abacc484bbb4bd31ae5e2a56d6f6252b5023631f1bd9e5299fa2f8,polymarket,0.15,0,0.0225,1,stop,0,1,"  To determine the probability that Donald Trump will win the Nobel Peace Prize in 2025, we need to consider the likelihood of him being awarded the prize and the potential impact of any shared awards. ⏎  ⏎ 1. Likelihood of Donald Trump winning the Nobel Peace Prize: ⏎  ⏎ a. Past controversies and criticisms may affect his chances. ⏎ b. His current and past policies may be considered for the prize",1507,889,8.4
llama-2-13b-chat-gptq8,cot-concise,0x63e3c9432d9e3a0e9665d1152fc0a05f6ed17c9033eb9290062d25d2afb2bed5,polymarket,0.27,1,0.5329,0,stop,0,1,"  To determine the probability that Bitcoin will reach $110,000 by December 31, 2025, we need to assess the likelihood of any Binance 1-minute candle for Bitcoin (BTCUSDT) between December 30, 2024, 20:00, and December 31, 2025, 23:59, having a final ""High"" price of $110,000 or higher. ⏎  ⏎ Step 1: Calculate the remaining time until the resolution date (December 31, 2025). ⏎  ⏎ Remaining time = 31",1461,1299,11.14
llama-2-13b-chat-gptq8,cot-concise,0x4becea47e17b95639cbbdbe31cd968d129823be89249c2b09b911c7333772b57,polymarket,0.0,0,0.0,1,stop,0,1,"  To determine the probability that xAI will have the top AI model on June 30, we need to consider the following steps: ⏎  ⏎ 1. Check the current leaderboard on March 2 (today) to see if any model owned by xAI is currently ranked #1. ⏎ 2. If no model owned by xAI is ranked #1, the probability of a ""Yes"" resolution is 0. ⏎ 3. If one or more models owned by xAI are ranked #1, the probability of a ""Y",653,1521,3.82
llama-2-13b-chat-gptq8,cot-concise,0x5ce0d897bd66142c43a38204a67ad85bc3e0643382258411a5aa58ca3e825082,polymarket,0.5,1,0.25,1,stop,0,1,"  Sure! Here's my reasoning: ⏎  ⏎ 1. The election will be held on May 18, 2025. ⏎ 2. If no candidate receives a majority in the first round, a second round will be held. ⏎ 3. Karol Nawrocki is a candidate in the election. ⏎ 4. The market will resolve to ""Yes"" if Karol Nawrocki wins the election. ⏎ 5. The market includes any potential second round. ⏎ 6. If the result of the election isn't known by ",551,1226,3.55
llama-2-13b-chat-gptq8,cot-concise,0xae05fb58c41ea3d2a51ac95ca0f5c48824038dc2d1dbf6ac3453ae39a76e71f4,polymarket,0.2,0,0.04,1,stop,0,1,"  To determine the probability that US forces will enter Gaza before July, we need to consider several factors: ⏎  ⏎ 1. Current situation in Gaza: As of March 2nd, there is no indication of any imminent US military intervention in Gaza. ⏎ 2. Previous attempts: In 2024, the US attempted to construct a floating pier in Gaza, but this effort was met with resistance from Hamas and other militant group",849,1292,4.47
llama-2-13b-chat-gptq8,cot-concise,AtLFLzDlSERmVcSdUapy,manifold,1.0,0,1.0,0,stop,0,1,"  Based on the provided information, I will assess the probability that the upcoming Minecraft movie will make over a billion dollars at the worldwide box office. ⏎  ⏎ Step 1: Check the current status of the Minecraft movie ⏎ According to recent updates, the Minecraft movie is still in production, and no official release date has been announced. ⏎  ⏎ Step 2: Analyze the potential audience and mark",1677,754,8.25
llama-2-13b-chat-gptq8,cot-concise,0x6452c3d3e25f381ce39e9b7ffb06cf9d7a7cf1cc6c13044c2403c4606b77e5f8,polymarket,0.85,0,0.7225,0,stop,0,1,"  Sure, I can help you with that! Here's my reasoning: ⏎  ⏎ 1. Current standings: As of March 2nd, Real Madrid is in first place with 60 points from 27 matches, 10 points ahead of second-place Barcelona. ⏎ 2. Remaining matches: Real Madrid has 9 matches left in the season, while Barcelona has 10 matches left. ⏎ 3. Points needed to win: Based on the current standings, Real Madrid needs 21 points fr",897,976,4.76
llama-2-13b-chat-gptq8,cot-concise,28RJ23fKDFMr4Mo8YQ4f,manifold,0.7,1,0.09,1,stop,0,1,"  To determine the probability that human narration for audiobooks will become mostly unnecessary before 2026, we need to consider the advancements in technology and the current trends in the audiobook industry. Here are the key steps of my reasoning: ⏎  ⏎ 1. Advancements in AI technology: There have been significant advancements in artificial intelligence (AI) technology in recent years, particul",1814,587,8.9
llama-2-13b-chat-gptq8,cot-concise,0x4833d7259bc503e8d211c477f7d21a00629e926382f920195d697fca38d4ad9b,polymarket,0.35,0,0.1225,1,stop,0,1,"  To determine the probability that Latvia will win Eurovision 2025, we need to consider the current situation and the upcoming events leading to the competition. ⏎  ⏎ 1. Current situation: Latvia has a strong candidate, Samanta Tīna, who has been performing well in the pre-competition events and has received positive feedback from fans and critics. ⏎ 2. Upcoming events: The semi-finals and the fi",1256,1235,7.38
llama-2-13b-chat-gptq8,cot-concise,h2h0QzCqqC,manifold,0.5,1,0.25,1,stop,0,1,"  To determine the probability that Trump will publicly disparage Musk within a year of the election, we need to consider the current relationship between the two individuals and any potential factors that could lead to such disparagement. ⏎  ⏎ 1. Current relationship: Trump and Musk have had a somewhat tense relationship in the past, with Musk publicly criticizing Trump's decisions on climate cha",1704,861,7.95
llama-2-13b-chat-gptq8,cot-concise,0xadde598dced41995a4f96f5c8602608514539ac4467d623ed9f280bcf7c2f9cd,polymarket,0.2,0,0.04,1,stop,0,1,"  To determine the probability that Ethereum will hit $8,000 by March 31, we need to consider the price history and trends of Ethereum on Binance. ⏎  ⏎ Step 1: Check the current price of Ethereum on Binance. ⏎  ⏎ Current price: $6,500 ⏎  ⏎ Step 2: Calculate the difference between the current price and the target price of $8,000. ⏎  ⏎ Difference: $8,000 - $6,500 = $1,500 ⏎  ⏎ Step 3: Determine the ",846,1282,6.21
llama-2-13b-chat-gptq8,cot-concise,AaZr2KnQYHGRVHzvKoHa,manifold,0.2,0,0.04,1,stop,0,1,"  Based on the information provided, I will resolve the question as follows: ⏎  ⏎ Step 1: Check if there is any clear consensus on whether synthetic video data was generated for training Sora. ⏎  ⏎ After reviewing the available information, there is no clear consensus on whether synthetic video data was generated for training Sora. ⏎  ⏎ Step 2: Check if there is any information released by OpenAI ",909,966,4.42
llama-2-13b-chat-gptq8,cot-concise,0x5b2691a691ece9066c2b855815e6c8784011833b17d85c65976dc7494b18e002,polymarket,0.6,0,0.36,0,stop,0,1,"  To determine the probability that Russia will abandon the Tartus Naval Facility in Syria before April 2025, we need to consider several factors: ⏎  ⏎ 1. Current situation in Syria: The ongoing conflict in Syria has been a major factor in Russia's decision to maintain its naval facility in Tartus. However, with the recent advances of the Syrian government and its allies, the situation in the coun",1246,959,6.27
llama-2-13b-chat-gptq8,cot-concise,0x9d98de23d9a87c7fe785f5b80fe0a030cc46b28863dd2b67971fe95cca4814da,polymarket,0.2,0,0.04,1,stop,0,1,"  To determine the probability that the LA Clippers will win the Western Conference, we need to consider the current standings and the team's performance this season. ⏎  ⏎ As of March 2nd, 2025, the Clippers are in 2nd place in the Western Conference with a record of 45-20. They are behind the Golden State Warriors, who have a record of 48-17. ⏎  ⏎ The Clippers have been performing well this seaso",1025,930,5.56
llama-2-13b-chat-gptq8,cot-concise,0xc634b556b8f47434d7837594ff59c9daea654c4d5c9c50e2a352736db1d5c656,polymarket,1.0,0,1.0,0,stop,0,1,"  To determine the probability that the World Health Organization (WHO) will declare H5N1 (bird flu) a pandemic by July 31, 2025, we need to consider the current situation and the likelihood of the virus spreading and mutating. ⏎  ⏎ Step 1: Current situation ⏎ As of March 2, 2025, there have been no reported cases of H5N1 in humans. The virus has been detected in some bird populations, but it has ",1347,870,8.05
llama-2-13b-chat-gptq8,cot-concise,sis542tw6o,manifold,0.5,0,0.25,0,stop,0,1,"  Based on the given information, I will reason as follows: ⏎  ⏎ 1. The question is whether there will be consensus on who Dwarkesh's ""biggest guest yet"" was before Q3 2025. ⏎ 2. The question is a yes/no question, and the resolution criteria are based on a poll with the options ""Agree"" and ""Disagree"". ⏎ 3. The poll will be open for one week, starting after the resolution date of July 1, 2025. ⏎ 4.",1519,2308,9.0
llama-2-13b-chat-gptq8,cot-concise,0xd76d5172fffaaf2b0d0db29bd944a462654a20a4a327860e4e0438d13b6a4bee,polymarket,0.2,0,0.04,1,stop,0,1,"  To determine the probability that the New York Knicks will win the 2024-2025 NBA Eastern Conference finals, we need to consider the current standings and the team's performance this season. ⏎  ⏎ As of March 2nd, 2025, the Knicks have a record of 38-24, which places them 4th in the Eastern Conference. They are currently on a 4-game winning streak and have won 8 of their last 10 games. ⏎  ⏎ Howeve",1116,942,6.88
llama-2-13b-chat-gptq8,cot-concise,0xa9fcdaf248a0560f83cf7c7e75cad23d3151b2169a22f22b316eb822bdc27329,polymarket,,0,,,stop,0,0,"  Based on the information provided, I will outline the necessary steps to determine the probability that Anita Anand will be the next leader of the Canadian Liberal Party: ⏎  ⏎ 1. Check the current status of Justin Trudeau's leadership: As of March 2nd, 2025, Justin Trudeau is still the leader of the Liberal Party of Canada. ⏎ 2. Determine if there have been any official announcements regarding t",1017,1416,5.47
llama-2-13b-chat-gptq8,cot-concise,0x54377fdef57c1c82b31385a9164e87ff58a92ec6bb64cd55bc6d88a9e2b82fd6,polymarket,0.2,0,0.04,1,stop,0,1,"  To determine the probability that Montenegro will win Eurovision 2025, we need to consider the current situation and the upcoming events. ⏎  ⏎ Firstly, we know that the Eurovision Song Contest 2025 will take place on May 16, 2025. As of March 2, 2025, the Montenegrin entry has not been selected yet. ⏎  ⏎ Secondly, we know that the Montenegrin broadcaster, RTCG, has announced that they will parti",996,1243,6.07
llama-2-13b-chat-gptq8,cot-concise,0x4e26e75da2ec8c084efdb89b1883e7889f21ad32bc36a81ed13c001bebb72929,polymarket,0.45,0,0.2025,1,stop,0,1,"  To determine the probability that Dominic Solanke will be the top goalscorer in the 2024/2025 English Premier League season, we need to consider the current form and statistics of the player, as well as the strength of his team and the competition in the league. ⏎  ⏎ Step 1: Current form and statistics ⏎ Solanke has been in good form this season, scoring 15 goals in 25 appearances for his club, ",1285,1137,7.22
llama-2-13b-chat-gptq8,cot-concise,17519,metaculus,0.4,0,0.16,1,stop,0,1,"  To determine the probability that the UK housing market will crash before July 2025, we need to assess the current market conditions and potential risks. Here are the key steps of my reasoning: ⏎  ⏎ 1. Current market conditions: The UK housing market has been experiencing a significant upswing in prices, with the average asking price reaching £372,812 as of June 2023. ⏎ 2. Economic indicators: T",1411,707,7.43
llama-2-13b-chat-gptq8,FB-cot-simple,1414,infer,,0,,,ERROR:BadRequestError,0,0,,0,3665,0.01
llama-2-13b-chat-gptq8,cot-concise,0xc84ac0cca6352c640525e455600e3d7798bbf5b2259444b78910c99e1dcb7c33,polymarket,0.4,0,0.16,1,stop,0,1,"  Based on the information provided, I will reason as follows: ⏎  ⏎ 1. The election is scheduled to take place on February 9, 2025, and if necessary, a second round will be held on April 13, 2025. ⏎ 2. The market will resolve to ""Yes"" if Gustavo Jalkh wins the election. ⏎ 3. The market includes any potential second round. ⏎ 4. If the result of the election is not known by July 31, 2025, the market",1104,1197,6.66
llama-2-13b-chat-gptq8,cot-concise,dcgscdEUc0,manifold,0.2,0,0.04,1,stop,0,1,"  To determine the probability that the Russia-Ukraine war will end within 90 days of Trump taking office, we need to assess the likelihood of an armistice, ceasefire, or negotiated settlement being announced by both Ukraine and Russia within the specified timeframe. ⏎  ⏎ Step 1: Evaluate the current state of the conflict ⏎ The ongoing war in Ukraine between Ukrainian government forces and Russian",2431,2270,12.03
llama-2-13b-chat-gptq8,FB-cot-simple,1413,infer,0.4,0,0.16,1,stop,0,1,"  As an expert superforecaster, I will use my knowledge of the current political landscape and the available information to make a prediction of the probability that Vladimir Putin will cease to be the president of the Russian Federation before July 1, 2025. ⏎  ⏎ First, I will consider the base rate, which is the probability of an event occurring under normal circumstances. In this case, the base ",1649,2076,8.76
llama-2-13b-chat-gptq8,FB-cot-simple,0x67cc22ede739a48424f07683b53b546579345c8c963a9b21b7e6c31501e84353,polymarket,0.35,0,0.1225,1,stop,0,1,"  Certainly! I'll provide my prediction for the probability that the U.S. will abandon the Syrian base before April 2025. ⏎  ⏎ First, let's review the background information: ⏎  ⏎ * The market will resolve to ""Yes"" if the U.S. abandons the Al-Tanf Military Facility in Syria by March 31, 2025, 11:59 PM ET. ⏎ * The resolution source for this market will be a consensus of credible reporting. ⏎  ⏎ Nex",2282,1255,14.3
llama-2-13b-chat-gptq8,FB-cot-simple,0x73b046b7970a1780f1d7a0cacf73413325911dd87cdc5b63cfdc27496110fb1b,polymarket,0.25,0,0.0625,1,stop,0,1,"  Certainly! I'll provide my prediction for the probability that Turkey will leave NATO by June 30, based on the information provided. ⏎  ⏎ First, let's review the background information and resolution criteria: ⏎  ⏎ * The market will resolve to ""Yes"" if Turkey formally withdraws from NATO or provides an official notice of denunciation to the United States government by June 30, 2025, 11:59 PM ET.",2962,1540,15.22
llama-2-13b-chat-gptq8,FB-cot-simple,0x50b8b0f741566a420756d975faaf4cc4716229cd5183c3a35b3b20ac2b5050ef,polymarket,0.45,1,0.3025,0,stop,0,1,"  Sure, I'd be happy to help! ⏎  ⏎ First, let's break down the question and the available information: ⏎  ⏎ * The question is whether a new country will buy Bitcoin in 2025. ⏎ * The market value on February 20th, 2025 is 0.705. ⏎ * The question resolution date is November 13th, 2025. ⏎ * The market is based on the announcements made by the governments of any sovereign UN member state. ⏎  ⏎ Now, le",1824,1540,11.34
llama-2-13b-chat-gptq8,FB-cot-simple,0x570568964af751a02d31d4d829fed2f7afe8f51fdf592e0338a08cec065f01ea,polymarket,0.05,0,0.0025,1,stop,0,1,"  Sure, I'd be happy to help! ⏎  ⏎ First, let's review the question and the available information: ⏎  ⏎ Question: Will NASA estimate a 5% chance of asteroid hitting Earth? ⏎  ⏎ Background: The market will resolve to ""Yes"" if NASA estimates that the 2024 YR4 asteroid has a 5% or greater chance of hitting Earth by June 30, 2025. ⏎  ⏎ Available information: ⏎  ⏎ * The current date is March 2, 2025. ⏎",2482,1528,15.72
llama-2-13b-chat-gptq8,FB-cot-simple,0xeb681c0ed923daa35ca2af168502b6e8dead38cfbc71505d10cda6653a4a0216,polymarket,0.05,1,0.9025,0,stop,0,1,"  Certainly! I'll do my best to provide a well-calibrated prediction based on the information available. ⏎  ⏎ First, let's consider the base rate. The base rate for a Fed chair saying ""Good afternoon"" during a press conference is likely quite low, perhaps around 0.01 or 0.02. This is based on the fact that ""Good afternoon"" is a relatively informal greeting that is not typically used in formal sett",1951,1678,11.31
llama-2-13b-chat-gptq8,FB-cot-simple,0xd40a952afb5e78600bc4e41a1587a1f18fe40c803edc5d4a7d5de76ff8660ec2,polymarket,0.35,0,0.1225,1,stop,0,1,"  Sure, I'd be happy to help! ⏎  ⏎ First, let's break down the question into its component parts: ⏎  ⏎ 1. Will Anthropic have the top AI model on June 30? ⏎ 2. What is the resolution source for this market? ⏎ 3. What are the resolution criteria? ⏎  ⏎ Based on the information provided, we know that the resolution source for this market is the Chatbot Arena LLM Leaderboard found at <https://lmarena.",2412,1833,14.88
llama-2-13b-chat-gptq8,FB-cot-simple,29027,metaculus,0.4,0,0.16,1,stop,0,1,"  As an expert superforecaster, I will provide a probability estimate for the question ""Will the World Health Organization designate a new COVID-19 Variant of Concern before July 1, 2025?"" based on the information provided. ⏎  ⏎ First, I will assess the current situation and the likelihood of a new Variant of Concern (VOC) emerging before July 1, 2025. As of March 2, 2025, there are no currently c",2264,4225,13.96
llama-2-13b-chat-gptq8,FB-cot-simple,QVCzHBisAcKNfHYEAB4G,manifold,0.6,1,0.16,1,stop,0,1,"  As an expert superforecaster, I will use my knowledge of the field and the available information to make a prediction of the probability that GTA VI will get delayed again. ⏎  ⏎ First, let's review the background information: ⏎  ⏎ * GTA VI is a highly anticipated video game that has been in development for several years. ⏎ * The game has already experienced several delays, with the latest one be",1797,844,10.58
llama-2-13b-chat-gptq8,FB-cot-simple,0x63e3c9432d9e3a0e9665d1152fc0a05f6ed17c9033eb9290062d25d2afb2bed5,polymarket,0.35,1,0.4225,0,stop,0,1,"  As an expert superforecaster, I will provide my prediction for the probability that the question ""Will Bitcoin reach $110,000 by December 31, 2025?"" will be resolved as true. ⏎  ⏎ First, I will assess the current market value of the question, which is 0.8245. This indicates that the market expects the question to be resolved as true with a probability of about 82.45%. ⏎  ⏎ Next, I will consider ",2087,1595,12.91
llama-2-13b-chat-gptq8,FB-cot-simple,0x0f8b644e78bbe65c2ab9ff2aa3a9a0df135d76a46438b5584b3fe448d358bd47,polymarket,0.35,0,0.1225,1,stop,0,1,"  Sure, I'd be happy to help! ⏎  ⏎ First, let's break down the question into its component parts: ⏎  ⏎ 1. Will Meta have the top AI model on June 30? ⏎ 2. What is the definition of ""top AI model""? ⏎ 3. How will the resolution be determined? ⏎  ⏎ Based on the question background, we know that the top AI model is defined as the model with the highest arena score based on the Chatbot Arena LLM Leader",1724,1818,10.22
llama-2-13b-chat-gptq8,FB-cot-simple,0xc85fe2698d8434f9ebd0fa82d75fe2da36edfc81a354b85fef1582d889e5655f,polymarket,0.01,0,0.0001,1,stop,0,1,"  Sure, I'd be happy to help! ⏎  ⏎ First, let's review the resolution criteria for this market: ⏎  ⏎ * The market will resolve to ""Yes"" if any Binance 1-minute candle for Bitcoin (BTCUSDT) between December 12, 2024, 16:00 and March 31, 2025, 23:59 in the ET timezone has a final ""High"" price of $130,000 or higher. ⏎ * Otherwise, the market will resolve to ""No."" ⏎  ⏎ Next, let's look at the current ",3925,1575,27.35
llama-2-13b-chat-gptq8,FB-cot-simple,0x55881f30e5f88d7dece08a4e63daa633a9c1905ff0d454088dc16d19881fe3f8,polymarket,0.1625,0,0.02641,1,stop,0,1,"  Certainly! As an expert superforecaster, I will provide my prediction of the probability that Italy will win Eurovision 2025. ⏎  ⏎ First, let's review the question and its background. The market will resolve to the country whose candidate wins Eurovision 2025. If any of the listed candidates are eliminated based on the rules of the competition, the market may immediately resolve to ""No"". If no w",2742,1529,16.55
llama-2-13b-chat-gptq8,FB-cot-simple,0x7c3c06dfd81958876a723f95d518933ed321e96666cd005bff82f5dc18494e32,polymarket,0.32,0,0.1024,1,stop,0,1,"  As an expert superforecaster, I will use my knowledge and skills to make a prediction of the probability that Mississippi State will win the 2025 NCAA Tournament. ⏎  ⏎ First, let's review the question background and resolution criteria. The market will resolve according to the team that wins the 2025 NCAA Men's Basketball Tournament, and if it is impossible for a team to win according to the rul",2424,1351,13.69
llama-2-13b-chat-gptq8,FB-cot-simple,0xab6faa3e66abacc484bbb4bd31ae5e2a56d6f6252b5023631f1bd9e5299fa2f8,polymarket,0.03,0,0.0009,1,stop,0,1,"  As an expert superforecaster, I will use my knowledge and skills to make a prediction of the probability that the question ""Will Donald Trump win Nobel Peace Prize in 2025?"" will be resolved as true. ⏎  ⏎ First, let's review the background information: ⏎  ⏎ * The market will resolve to ""Yes"" if Donald Trump wins the 2025 Nobel Peace prize. ⏎ * If Donald Trump wins the prize along with another pe",2483,1184,13.77
llama-2-13b-chat-gptq8,FB-cot-simple,0x4fccc0dcb625ea55ff1ca0409bb44fe1952c04bc16cf5255002ceb2cc3791888,polymarket,0.45,0,0.2025,1,stop,0,1,"  Certainly! I'll provide my prediction for the probability that Russia will pull out of Syria before April 2025. ⏎  ⏎ First, let's review the question and its background. The market will resolve to ""Yes"" if Russia withdraws all conventional combat units from Syria by March 31, 2025, 11:59 PM ET. The market only refers to conventional Russian military units operating under the Ministry of Defense,",1990,1470,10.4
llama-2-13b-chat-gptq8,FB-cot-simple,0x677826754ff7328696c121a398fdf495dcd2e04f84ecb6494b85b2883ccaa6ca,polymarket,0.125,0,0.01562,1,stop,0,1,"  As an expert superforecaster, I will use my knowledge of the Eurovision Song Contest and the provided information to make a prediction of the probability that the Netherlands will win Eurovision 2025. ⏎  ⏎ First, let's consider the base rate. The Eurovision Song Contest has been held annually since 1956, and the Netherlands has participated in the contest 61 times, with a total of 14 wins. This ",2905,1539,16.44
llama-2-13b-chat-gptq8,FB-cot-simple,0x6924e1f680ceef1cf6cc14a4704a3b455b0816f04e1e09523fac4c2769aaa56a,polymarket,0.1,0,0.01,1,stop,0,1,"  As an expert superforecaster, I will provide my prediction of the probability that the question ""Was JFK assassination an inside job?"" will be resolved as true. ⏎  ⏎ First, let's review the background information and the resolution criteria for this market. The market was created on January 23, 2025, and the resolution date is March 31, 2025. The market value on February 20, 2025, was 0.0335. ⏎ ",1896,1473,9.73
llama-2-13b-chat-gptq8,FB-cot-simple,AtLFLzDlSERmVcSdUapy,manifold,0.45,0,0.2025,1,stop,0,1,"  Certainly! I'll use my expertise as a superforecaster to make a prediction of the probability that the question will be resolved as true. ⏎  ⏎ First, let's review the background information: ⏎  ⏎ * The question is about the upcoming Minecraft movie and whether it will make over a billion dollars at the worldwide box office. ⏎ * The question does not account for re-releases. ⏎ * The resolution da",2442,1061,12.97
llama-2-13b-chat-gptq8,FB-cot-simple,0x4833d7259bc503e8d211c477f7d21a00629e926382f920195d697fca38d4ad9b,polymarket,0.15,0,0.0225,1,stop,0,1,"  As an expert superforecaster, I will use my knowledge of the Eurovision Song Contest and the provided information to make a prediction of the probability that Latvia will win Eurovision 2025. ⏎  ⏎ First, let's consider the base rate. The base rate for a country winning Eurovision is approximately 20%, based on historical data. However, this rate can vary depending on factors such as the strength",2079,1530,11.12
llama-2-13b-chat-gptq8,FB-cot-simple,0x4becea47e17b95639cbbdbe31cd968d129823be89249c2b09b911c7333772b57,polymarket,0.086,0,0.0074,1,stop,0,1,"  Sure, I'd be happy to help! ⏎  ⏎ First, let's break down the question into its component parts: ⏎  ⏎ 1. Will any model owned by xAI have the highest arena score based on the Chatbot Arena LLM Leaderboard on June 30? ⏎ 2. If there are multiple models tied for the top score, will the resolution be based on the order of the companies' names in alphabetical order? ⏎ 3. If the resolution source (the ",2261,1830,12.5
llama-2-13b-chat-gptq8,FB-cot-simple,28RJ23fKDFMr4Mo8YQ4f,manifold,0.49,1,0.2601,0,stop,0,1,"  Certainly! I'll provide my prediction for the probability that human narration for audiobooks will become mostly unnecessary before 2026. ⏎  ⏎ First, let's review the background information: ⏎  ⏎ * The current market value is 0.75 (as of 2025-02-20) ⏎ * The question resolution date is 2025-03-21 ⏎ * The question is ""Will human narration for audiobooks become mostly unnecessary before 2026?"" ⏎  ⏎",2330,895,14.1
llama-2-13b-chat-gptq8,FB-cot-simple,0x5ce0d897bd66142c43a38204a67ad85bc3e0643382258411a5aa58ca3e825082,polymarket,0.2975,1,0.49351,0,stop,0,1,"  As an expert superforecaster, I will use my knowledge and skills to make a prediction of the probability that Karol Nawrocki will be the next President of Poland. ⏎  ⏎ First, let's review the background information and the resolution criteria of the question. The presidential elections in Poland will be held in May 2025, and if no candidate receives a majority in the first round, a second round ",2533,1520,14.0
llama-2-13b-chat-gptq8,FB-cot-simple,0x6452c3d3e25f381ce39e9b7ffb06cf9d7a7cf1cc6c13044c2403c4606b77e5f8,polymarket,0.45,0,0.2025,1,stop,0,1,"  Sure, I'd be happy to help! ⏎  ⏎ First, let's review the information we have: ⏎  ⏎ * The market value on February 20th was 0.415. ⏎ * The question resolution date is May 16th. ⏎ * The current date is March 2nd. ⏎  ⏎ Next, let's consider the probability of Real Madrid winning La Liga based on their current position in the league. As of March 2nd, Real Madrid is in first place with 60 points from ",1685,1285,9.56
llama-2-13b-chat-gptq8,FB-cot-simple,0xae05fb58c41ea3d2a51ac95ca0f5c48824038dc2d1dbf6ac3453ae39a76e71f4,polymarket,0.25,0,0.0625,1,stop,0,1,"  Certainly! I'll provide my prediction for the probability that U.S. forces will be in Gaza before July, based on the given question and market information. ⏎  ⏎ First, let's review the question and market details: ⏎  ⏎ Question: Will active regular U.S. military personnel physically enter the terrestrial territory of the Gaza Strip before July 2025? ⏎  ⏎ Market value on 2025-02-20: 0.115 ⏎  ⏎ To",2698,1587,15.26
llama-2-13b-chat-gptq8,FB-cot-simple,h2h0QzCqqC,manifold,0.9,1,0.01,1,stop,0,1,"  Certainly! I'll use my expertise as a superforecaster to make a prediction on the probability that the question ""Will Trump publicly disparage Musk within a year of the election?"" will be resolved as true. ⏎  ⏎ First, let's review the background information: ⏎  ⏎ * The question is asking about the probability of Trump publicly disparaging Elon Musk within a year of the 2020 election. ⏎ * The que",2737,1168,15.29
llama-2-13b-chat-gptq8,FB-cot-simple,0xc634b556b8f47434d7837594ff59c9daea654c4d5c9c50e2a352736db1d5c656,polymarket,0.05,0,0.0025,1,stop,0,1,"  Certainly! I'll provide my prediction for the probability that the question ""Bird flu pandemic before August 2025?"" will be resolved as true. ⏎  ⏎ First, let's review the information provided: ⏎  ⏎ * The market will resolve to ""Yes"" if the World Health Organization (WHO) declares H5N1 (bird flu) a pandemic by July 31, 2025, 11:59 PM ET. ⏎ * The primary resolution source for this market is offici",1697,1163,10.53
llama-2-13b-chat-gptq8,FB-cot-simple,AaZr2KnQYHGRVHzvKoHa,manifold,0.4,0,0.16,1,stop,0,1,"  Certainly! I'll do my best to provide a well-calibrated prediction based on the information available. ⏎  ⏎ First, let's review the question and the available information: ⏎  ⏎ Question: Was synthetic video data generated and used in training Sora? ⏎  ⏎ Background: There is a tweet suggesting that large-scale synthetic video data was generated for training Sora using Unreal Engine. However, ther",1721,1273,8.73
llama-2-13b-chat-gptq8,FB-cot-simple,sis542tw6o,manifold,0.23,0,0.0529,1,stop,0,1,"  Sure, I'd be happy to help! ⏎  ⏎ First, let's break down the question into its component parts: ⏎  ⏎ 1. Will there be consensus on who Dwarkesh's ""biggest guest yet"" was, before Q3 2025? ⏎ 2. If not, what are the alternative resolution criteria? ⏎  ⏎ To answer the first question, we need to consider the likelihood of there being consensus on who Dwarkesh's ""biggest guest yet"" was, before Q3 2025",2409,2617,17.02
llama-2-13b-chat-gptq8,FB-cot-simple,0x9d98de23d9a87c7fe785f5b80fe0a030cc46b28863dd2b67971fe95cca4814da,polymarket,0.9410545,0,0.88558,0,stop,0,1,"  Sure, I'd be happy to help! ⏎  ⏎ First, let's review the information we have: ⏎  ⏎ * The LA Clippers' current market value is 0.059500000000000004. ⏎ * The question resolution date is 2025-05-04. ⏎ * The market will resolve to ""Yes"" if the LA Clippers win the 2024-2025 NBA Western Conference finals. ⏎ * The market will resolve to ""No"" if it becomes impossible for the LA Clippers to win the 2024-",1866,1240,14.23
llama-2-13b-chat-gptq8,FB-cot-simple,0xd76d5172fffaaf2b0d0db29bd944a462654a20a4a327860e4e0438d13b6a4bee,polymarket,0.16,0,0.0256,1,stop,0,1,"  Sure, I'd be happy to help! ⏎  ⏎ First, let's review the question and the available information: ⏎  ⏎ Question: Will the New York Knicks win the Eastern Conference? ⏎  ⏎ Background: This market will resolve to “Yes” if the New York Knicks win the 2024-2025 NBA Eastern Conference finals. Otherwise, this market will resolve to “No”. ⏎  ⏎ Current market value: 0.135 ⏎  ⏎ Resolution date: 2025-06-01",2465,1237,15.25
